class,variable,value,period,deal,link,pub_date
A-3,EndingNotePrincipalBalance,323920000,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
A-4,EndingNotePrincipalBalance,75000000,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
B,EndingNotePrincipalBalance,22370000,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
C,EndingNotePrincipalBalance,17340000,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
D,EndingNotePrincipalBalance,12300000,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
Certificates,EndingNotePrincipalBalance,,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
all,EndingNumberofReceivables,62328,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
all,EndingAggregateReceivablesPrincipalBalance,847305013.99,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
all,EndingAggregateAmountFinanced,847305013.99,2018-10-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000043/aart2018-2_exx99xoctober20.htm,2018-11-28T21:06:37Z
A-1,InitialNotePrincipalBalance,283000000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,InitialNotePrincipalBalance,373920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,InitialNotePrincipalBalance,323920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,InitialNotePrincipalBalance,75000000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,InitialNotePrincipalBalance,22370000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,InitialNotePrincipalBalance,17340000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,InitialNotePrincipalBalance,12300000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,InitialNotePrincipalBalance,1107850000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,BeginningNotePrincipalBalance,73374470.82,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,BeginningNotePrincipalBalance,373920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,BeginningNotePrincipalBalance,323920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,BeginningNotePrincipalBalance,75000000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,BeginningNotePrincipalBalance,22370000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,BeginningNotePrincipalBalance,17340000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,BeginningNotePrincipalBalance,12300000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,BeginningNotePrincipalBalance,898224470.82,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,NoteRate,2.3,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,NoteRate,2.64,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,NoteRate,2.92,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,NoteRate,3.09,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,NoteRate,3.24,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,NoteRate,3.43,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,NoteRate,3.78,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,NoteRate,,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,PrincipalDistribution,34202975.15,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,PrincipalDistribution,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,PrincipalDistribution,34202975.15,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,InterestDistribution,131258.78,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,InterestDistribution,822624,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,InterestDistribution,788205.33,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,InterestDistribution,193125,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,InterestDistribution,60399,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,InterestDistribution,49563.5,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,InterestDistribution,38745,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,InterestDistribution,2083920.61,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,TotalDistribution,34334233.93,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,TotalDistribution,822624,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,TotalDistribution,788205.33,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,TotalDistribution,193125,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,TotalDistribution,60399,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,TotalDistribution,49563.5,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,TotalDistribution,38745,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,TotalDistribution,36286895.76,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,PrincipalCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,InterestCarryoverShortfall,0,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,EndingNotePrincipalBalance,39171495.67,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-2,EndingNotePrincipalBalance,373920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-3,EndingNotePrincipalBalance,323920000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-4,EndingNotePrincipalBalance,75000000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
B,EndingNotePrincipalBalance,22370000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
C,EndingNotePrincipalBalance,17340000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
D,EndingNotePrincipalBalance,12300000,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
Deal Totals,EndingNotePrincipalBalance,864021495.67,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
all,EndingNumberofReceivables,64069,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
all,EndingAggregateReceivablesPrincipalBalance,884153959.19,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
all,EndingAggregateAmountFinanced,884153959.19,2018-09-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000037/aart2018-2_exx99xseptember.htm,2018-10-29T20:02:09Z
A-1,InitialNotePrincipalBalance,283000000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-2,InitialNotePrincipalBalance,373920000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-3,InitialNotePrincipalBalance,323920000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-4,InitialNotePrincipalBalance,75000000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
B,InitialNotePrincipalBalance,22370000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
C,InitialNotePrincipalBalance,17340000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
D,InitialNotePrincipalBalance,12300000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
Deal Totals,InitialNotePrincipalBalance,1107850000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-1,BeginningNotePrincipalBalance,113167423.66,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-2,BeginningNotePrincipalBalance,373920000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-3,BeginningNotePrincipalBalance,323920000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
A-4,BeginningNotePrincipalBalance,75000000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
B,BeginningNotePrincipalBalance,22370000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
C,BeginningNotePrincipalBalance,17340000,2018-08-01,Ally Auto Receivables Trust 2018-2,https://www.sec.gov/Archives/edgar/data/1477336/000173651118000032/aart2018-2_exx99xaugust2018.htm,2018-09-27T18:24:05Z
